"File created on Wednesday, 3rd May 2017.",,,,,,,,,,,,,,,,,,,,,
Question Name,URL:,Replaced?,Book Name,"University Preparation? (FastTrack)",Subject,Level,Field,Topic,Lesson,Pre-made Board,Number of Parts,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Related Concepts,Related Questions,Notes
A Rod in a Non-Uniform Field,https://isaacphysics.org/questions/rod_non_uniform_field,,,N,Physics,4,Fields,Electric Fields,,,1,N,Y,N,N,Y,Y,Y,"Electric Field, Fields, Force, Moments or Torques",,
Charges in Three Corners,https://isaacphysics.org/questions/three_corner_charges,,,N,Physics,4,Fields,Electric Fields,,,2,N,Y,N,N,Y,Y,Y,"Electric Field, Fields, Vectors - Describing and Adding Vectors",,
Accelerating Particles,https://isaacphysics.org/questions/accelerating_voltage_diff,,,N,Physics,5,Fields,Electric Fields,,,5,N,N,Y,N,Y,Y,N,"Conservation of Energy, Electric Field, Electric Potential, Fields, Linear Kinetic Energy",,
Aligning Dipoles,https://isaacphysics.org/questions/aligning_dipoles,,,N,Physics,5,Fields,Electric Fields,,,2,Y,N,Y,N,Y,Y,Y,"Electric Field, Fields, Force, Work",,
Aiming an Oscilloscope Beam,https://isaacphysics.org/questions/an_oscilloscope,,,N,Physics,5,Fields,Electric Fields,,,2,N,N,Y,N,Y,Y,Y,"Conservation of Energy, Electric Field, Equations of Motion, Electric Potential, Fields, Linear Kinetic Energy",,
Aiming an Oscilloscope Beam,https://isaacphysics.org/questions/an_oscilloscope_sym,,,N,Physics,5,Fields,Electric Fields,,,2,N,N,N,Y,Y,Y,Y,"Conservation of Energy, Electric Field, Equations of Motion, Electric Potential, Fields, Linear Kinetic Energy",,
Approaching a Nucleus,https://isaacphysics.org/questions/closest_approach_nucleus,,,N,Physics,5,Fields,Electric Fields,,,1,N,N,Y,N,Y,Y,Y,"Conservation of Energy, Electric Field, Fields, Linear Kinetic Energy, Potential Energy",,
Current of an Orbiting Electron,https://isaacphysics.org/questions/current_orbiting_electron,,,N,Physics,5,Fields,Electric Fields,,,1,N,N,N,Y,Y,Y,Y,"Circular Dynamics, Electric Field, Fields, Force",,
Current of an Orbiting Electron,https://isaacphysics.org/questions/current_orbiting_electron_num,,,N,Physics,5,Fields,Electric Fields,,,1,N,N,Y,N,Y,Y,Y,"Circular Dynamics, Electric Field, Fields, Force",,
Drops of Oil,https://isaacphysics.org/questions/drops_of_oil,,,N,Physics,5,Fields,Electric Fields,,,1,N,Y,N,N,Y,Y,Y,"Electric Field, Fields, Force, Gravitational Field, Newton's Second Law",,
Electrostatic Shield,https://isaacphysics.org/questions/electrostatic_shield,,,N,Physics,5,Fields,Electric Fields,,,4,N,N,Y,N,Y,Y,Y,"Conservation of Energy, Electric Field, Fields, Force, Linear Kinetic Energy, Gravitational and Electric PE, Work",,
Inkjet Printing,https://isaacphysics.org/questions/inkjet_printing,,,N,Physics,5,Fields,Electric Fields,,,1,N,N,Y,N,Y,Y,Y,"Electric Field, Equations of Motion, Fields, Force, Newton's Second Law",,
Ionic Molecule,https://isaacphysics.org/questions/ionic_molecule_num,,,N,Physics,5,Fields,Electric Fields,,,3,N,N,Y,N,Y,N,Y,"Electric Field, Field Potential, Fields, Potential Energy",,
Ionisation Energy,https://isaacphysics.org/questions/ionisation_energy,,,N,Physics,5,Fields,Electric Fields,,,2,N,N,Y,N,Y,Y,Y,"Circular Dynamics, Electric Field, Fields, Force, Gravitational and Electric PE",,
Exploring Astronaut,https://isaacphysics.org/questions/exploring_astronaut,,,N,Physics,4,Fields,Gravitational,,,1,N,Y,N,N,Y,N,N,"Fields, Gravitational Field, Gravitational and Electric PE",,
Field at the Surface of the Earth,https://isaacphysics.org/questions/field_surface,,,N,Physics,4,Fields,Gravitational,,,1,N,Y,N,N,Y,Y,N,"Fields, Gravitational Field",,
Flying off the Earth,https://isaacphysics.org/questions/flying_off_earth,,,N,Physics,4,Fields,Gravitational,,,1,N,N,Y,N,Y,Y,N,"Circular Kinematics, Fields, Force, Gravitational Field",,
Gravitational Field Strength,https://isaacphysics.org/questions/g_field_strength_above_surface,,,N,Physics,4,Fields,Gravitational,,,1,N,N,Y,N,Y,Y,N,"Fields, Gravitational Field",,
Escaping from the Moon,https://isaacphysics.org/questions/g_moon,,,N,Physics,4,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,N,"Fields, Gravitational Field, Gravitational Potential",,
Gravity of the Earth,https://isaacphysics.org/questions/gravity_earth,,,N,Physics,4,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,N,"Gravitational Potential, Fields, Gravitational Field, Gravitational and Electric PE",,
Mean Density of the Earth,https://isaacphysics.org/questions/mean_density_of_earth,,,N,Physics,4,Fields,Gravitational,,,1,N,Y,N,N,Y,N,N,"Fields, Gravitational Field",,
Orbit of a Satellite,https://isaacphysics.org/questions/satelite_orbit,,,N,Physics,4,Fields,Gravitational,,,1,N,Y,N,N,Y,N,N,"Angular Momentum, Circular Dynamics, Gravitational Potential, Fields, Force, Gravitational Field, Potential Energy",,
Satellite Firing Rockets,https://isaacphysics.org/questions/satellite_firing_rocket,,,N,Physics,4,Fields,Gravitational,,,1,N,Y,N,N,Y,N,N,"Circular Dynamics, Fields, Force, Gravitational Field",,
Two Orbiting Masses,https://isaacphysics.org/questions/two_orbiting_masses,,,N,Physics,4,Fields,Gravitational,,,3,N,N,Y,N,Y,Y,Y,"Fields, Force, Gravitational Field, Circular Dynamics",,
Two Orbiting Masses,https://isaacphysics.org/questions/two_orbiting_masses_sym,,,N,Physics,4,Fields,Gravitational,,,3,N,N,N,Y,Y,Y,Y,"Fields, Force, Gravitational Field, Circular Dynamics",,
Two Planets,https://isaacphysics.org/questions/two_planets,,,N,Physics,4,Fields,Gravitational,,,1,N,Y,N,N,Y,N,N,"Fields, Gravitational Field",,
Between Two Masses,https://isaacphysics.org/questions/between_2_masses,,,N,Physics,5,Fields,Gravitational,,,3,N,Y,Y,N,Y,Y,Y,"Adding Scalar Fields, Force, Gravitational Field, Gravitational and Electric PE, Vectors - Describing and Adding Vectors",,
A Binary Star System,https://isaacphysics.org/questions/binary_star_system_num,,,N,Physics,5,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,Y,"Circular Dynamics, Fields, Force, Gravitational Field, Linear Kinetic Energy, Gravitational and Electric PE",,
The Cavendish Experiment,https://isaacphysics.org/questions/cavendish_experiment_num,,,N,Physics,5,Fields,Gravitational,,,3,N,N,Y,N,Y,Y,Y,"Angular Motion, Fields, Force, Gravitational Field, Moment of Inertia, Moments or Torques, Simple Harmonic Motion",,
Escaping the Earth,https://isaacphysics.org/questions/escaping_the_earth,,,N,Physics,5,Fields,Gravitational,,,1,N,Y,N,N,Y,Y,N,"Conservation of Energy, Fields, Gravitational Field, Linear Kinetic Energy, Gravitational and Electric PE",,
Freefall to the Moon,https://isaacphysics.org/questions/freefall_moon,,,N,Physics,5,Fields,Gravitational,,,1,N,N,N,Y,Y,N,N,"Conservation of Energy, Fields, Gravitational Field, Linear Kinetic Energy, Potential Energy",,
Freefall to the Moon,https://isaacphysics.org/questions/freefall_moon_num,,,N,Physics,5,Fields,Gravitational,,,1,N,N,Y,N,Y,N,Y,"Conservation of Energy, Fields, Gravitational Field, Linear Kinetic Energy, Gravitational and Electric PE",,
Collision in Deep Space,https://isaacphysics.org/questions/gravity_collision,,,N,Physics,5,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,Y,"Centre of Mass, Conservation of Energy, Fields, Gravitational Field, Linear Kinetic Energy, Momentum & Conservation of Momentum, Gravitational and Electric PE",,
Estimating Gravity,https://isaacphysics.org/questions/gravity_strength_estimate,,,N,Physics,5,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,N,"Fields, Force, Gravitational Field, Newton's Second Law",,
Modelling Earth's Gravity,https://isaacphysics.org/questions/modelling_earths_gravity,,,N,Physics,5,Fields,Gravitational,,,1,N,Y,N,N,Y,Y,N,"Fields, Flux and Gauss's Law, Gravitational Field",,
Hollow Planet,https://isaacphysics.org/questions/planet_with_cavity_num,,,N,Physics,5,Fields,Gravitational,,,1,N,N,Y,N,Y,Y,Y,"Gravitational Potential, Adding Scalar Fields, Gravitational Field",,
Test Rocket,https://isaacphysics.org/questions/test_rocket_num,,,N,Physics,5,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,Y,"Fields, Force, Gravitational Field, Momentum & Conservation of Momentum, Newton's Second Law",,
Einstein's Tower,https://isaacphysics.org/questions/einsteins_tower_equivalence_principle,,,N,Physics,6,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,N,"Conservation of Energy, Field Potential, Fields, Gravitational Field, Photoelectric Effect, Potential Energy",,
Gravity on a Disc World,https://isaacphysics.org/questions/gravity_on_a_disc_world_num,,,N,Physics,6,Fields,Gravitational,,,3,N,N,Y,N,Y,Y,N,"Fields, Gravitational Field, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Planetary Gun,https://isaacphysics.org/questions/gun_on_a_planet_num,,,N,Physics,6,Fields,Gravitational,,,3,Y,N,Y,N,Y,Y,N,"Angular Momentum, Conservation of Energy, Field Potential, Gravitational Field, Potential Energy",,
Space Missions and Lagrangian Points,https://isaacphysics.org/questions/lagrangian_points,,,N,Physics,6,Fields,Gravitational,,,3,N,N,Y,N,Y,Y,N,"Field Potential, Fields, Gravitational Field, Potential Energy, Vectors - Describing and Adding Vectors, Vectors - Resolving Vectors",,
Star Potential Energy,https://isaacphysics.org/questions/potential_of_sphere_num,,,N,Physics,6,Fields,Gravitational,,,2,N,N,Y,N,Y,N,N,"Dimensional Analysis, Field Potential, Gravitational PE and Gravitational Potential, Potential Energy, Work",,
Speed in an elliptical orbit,https://isaacphysics.org/questions/speed_in_elliptical_orbit,,,N,Physics,6,Fields,Gravitational,,,1,N,N,Y,N,Y,Y,N,"Angular Momentum, Conservation of Energy, Field Potential, Fields, Gravitational Field, Potential Energy",,
Star in a Galaxy,https://isaacphysics.org/questions/star_in_galaxy_num,,,N,Physics,6,Fields,Gravitational,,,2,N,N,Y,N,Y,Y,N,"Fields, Flux and Gauss's Law, Gravitational Field, Simple Harmonic Motion, Inverse Square Laws in Physics (Other geometric arguments in physics)",,
Time to Reach A Star,https://isaacphysics.org/questions/time_reaching_star_num,,,N,Physics,6,Fields,Gravitational,,,1,N,N,Y,N,Y,N,N,"Equations of Motion, Gravitational Field, Newton's Second Law",,
Simple Transfer Orbit,https://isaacphysics.org/questions/transfer_orbit,,,N,Physics,6,Fields,Gravitational,,,1,N,N,Y,N,Y,Y,N,"Angular Motion, Conservation of Energy, Field Potential, Gravitational Field, Potential Energy",,
Travelling Through the Earth,https://isaacphysics.org/questions/travelling_through_the_earth,,,N,Physics,6,Fields,Gravitational,,,4,Y,N,Y,N,Y,Y,N,"Equations of Motion, Flux and Gauss's Law, Gravitational Field, Simple Harmonic Motion",,
Aeroplane Potential Difference,https://isaacphysics.org/questions/aeroplane_potential_diff,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,N,Y,N,Y,Y,Y,"Faraday's Law, Fields, Magnetic Flux, Force on a moving charge in a B field",,
Flux Linkage,https://isaacphysics.org/questions/basic_flux_linkage,,,N,Physics,4,Fields,Magnetic Fields,,,3,N,N,Y,N,Y,Y,Y,"Faraday's Law, Fields, Magnetic Flux",,
The Catapult Effect,https://isaacphysics.org/questions/catapult_effect,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,N,"Fields, Magnetic Fields",,
Cloud Chamber,https://isaacphysics.org/questions/cloud_chamber,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,Y,"Circular Dynamics, Fields, Force, Force on a moving charge in a B field, Magnetic Fields",,
Coil Rotation,https://isaacphysics.org/questions/coil_rotation,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,Y,N,"Faraday's Law, Fields, Magnetic Flux",,
Deflecting Ions,https://isaacphysics.org/questions/deflecting_ions,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,N,N,Y,Y,Y,Y,"Circular Dynamics, Fields, Force, Force on a moving charge in a B field, Magnetic Fields",,
Electron in a Magnetic Field,https://isaacphysics.org/questions/electron_in_a_B_field,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,N,Y,N,Y,N,Y,"Fields, Force, Force on a moving charge in a B field, Magnetic Fields",,
EMF of a Generator,https://isaacphysics.org/questions/emf_generator,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,Y,"Faraday's Law, Fields, Magnetic Flux",,
Fields around Magnets,https://isaacphysics.org/questions/fields_around_magnets,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,N,"Fields, Magnetic fields from magnets",,
Force on a Wire,https://isaacphysics.org/questions/force_on_wire,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,N,"Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields",,
Force on Two Parallel Wires,https://isaacphysics.org/questions/force_two_parallel_wires,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,Y,"Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields",,
The Motor Effect,https://isaacphysics.org/questions/motor_effect,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,N,"Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields",,
Interaction of a Ring and a Coil,https://isaacphysics.org/questions/ring_and_coil,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,Y,N,"Faraday's Law, Fields, Force, Lenz's Law, Magnetic Flux, Force on a current carrying wire in a magnetic field",,
Between Two Wires,https://isaacphysics.org/questions/two_wires_field_force_magnitude,,,N,Physics,4,Fields,Magnetic Fields,,,3,N,N,Y,N,Y,N,Y,"Adding Vector Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields, Vectors - Describing and Adding Vectors",,
Between Two Wires,https://isaacphysics.org/questions/two_wires_field_force_magnitude_sym,,,N,Physics,4,Fields,Magnetic Fields,,,3,N,N,Y,Y,Y,N,Y,"Adding Vector Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields, Vectors - Describing and Adding Vectors",,
Wire Between Magnets,https://isaacphysics.org/questions/wire_between_magnets,,,N,Physics,4,Fields,Magnetic Fields,,,1,N,N,Y,N,Y,N,Y,"Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields",,
A Particle Current,https://isaacphysics.org/questions/ae607576-75ae-4340-b68b-664ae030a376,,,N,Physics,5,Fields,Magnetic Fields,,,2,Y,Y,N,N,Y,N,N,"Fields, Force on a moving charge in a B field, Magnetic Fields",,
Collecting Ions,https://isaacphysics.org/questions/collecting_ions,,,N,Physics,5,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,Y,Y,"Circular Dynamics, Fields, Force, Force on a moving charge in a B field, Magnetic Fields",,
Helical Pitch,https://isaacphysics.org/questions/determining_helical_pitch,,,N,Physics,5,Fields,Magnetic Fields,,,1,N,N,Y,N,Y,Y,Y,"Circular Dynamics, Equations of Motion, Fields, Force, Lorentz Force, Magnetic Fields, Newton's Second Law, Vectors - Resolving Vectors",,
Electrons Orbiting the Earth,https://isaacphysics.org/questions/electrons_orbiting_earth,,,N,Physics,5,Fields,Magnetic Fields,,,3,N,N,Y,N,Y,Y,Y,"Circular Dynamics, Electric Current, Force, Force on a moving charge in a B field, Magnetic Fields",,
Electrons Orbiting the Earth,https://isaacphysics.org/questions/electrons_orbiting_earth_sym,,,N,Physics,5,Fields,Magnetic Fields,,,3,N,N,N,Y,Y,Y,Y,"Circular Dynamics, Electric Current, Force, Force on a moving charge in a B field, Magnetic Fields",,
Electromagnetic Induction in a Disc,https://isaacphysics.org/questions/em_induction_disc,,,N,Physics,5,Fields,Magnetic Fields,,,3,Y,Y,Y,N,Y,Y,N,"Faraday's Law, Fields, Lenz's Law, Lorentz Force, Magnetic Flux",,
Magnetic Inclination,https://isaacphysics.org/questions/magnetic_inclination,,,N,Physics,5,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,Y,Y,"Fields, Force on a moving charge in a B field, Magnetic Fields, Vectors - Resolving Vectors",,
Parallel Plates,https://isaacphysics.org/questions/parallel_plates,,,N,Physics,5,Fields,Magnetic Fields,,,1,N,Y,N,N,Y,N,Y,"Fields, Force, Force on a current carrying wire in a magnetic field, Magnetic Fields",,
Sliding Wire,https://isaacphysics.org/questions/pushing_wire_through_field_num,,,N,Physics,5,Fields,Magnetic Fields,,,4,N,Y,Y,N,Y,Y,Y,"Faraday's Law, Fields, Force, Lenz's Law, Lorentz Force, Magnetic Fields, Power",,
Ring Dropped into Magnet,https://isaacphysics.org/questions/ring_drop,,,N,Physics,5,Fields,Magnetic Fields,,,1,N,N,Y,N,Y,Y,Y,"Faraday's Law, Fields, Force, Gravitational Field, Lenz's Law, Force on a current carrying wire in a magnetic field, Magnetic Fields, Newton's First Law",,
SHM of a Wire Loop,https://isaacphysics.org/questions/SHM_Wire_Loop,,,N,Physics,5,Fields,Magnetic Fields,,,2,Y,N,Y,N,Y,Y,Y,"Fields, Force, Gravitational Field, Magnetic Fields, Newton's First Law, Newton's Second Law, Simple Harmonic Motion, Force on a current carrying wire in a magnetic field",,
Spinning up a Hard Drive,https://isaacphysics.org/questions/acc_hard_disk,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,N,Y,N,Y,Y,Y,"Angular Velocity and Angular Acceleration, Angular Motion, Moment of Inertia, Newton's Second Law",,
Moment of Inertia of 2 Particles,https://isaacphysics.org/questions/2part_moi,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,Y,N,N,Y,Y,Y,"Centre of Mass, Moment of Inertia, Moments or Torques",,
Accelerating a Roundabout,https://isaacphysics.org/questions/acc_roundabout,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,N,N,Y,Y,Y,Y,"Angular Equations of Motion, Angular Motion, Moment of Inertia, Newton's Second Law",,
Accelerating a Roundabout,https://isaacphysics.org/questions/acc_roundabout_num,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,N,Y,N,Y,Y,Y,"Angular Equations of Motion, Angular Motion, Moment of Inertia, Newton's Second Law",,
Angular vs. Linear Motion,https://isaacphysics.org/questions/angular_vs_linear,,,N,Physics,4,Mechanics,Angular Motion,,,6,N,N,Y,N,Y,N,Y,"Angular Displacement and Angular Velocity, Angular Momentum, Angular Motion, Kinetic Energy: Linear and Rotational, Moment of Inertia, Momentum & Conservation of Momentum",,
Rotating Targets at the Funfair,https://isaacphysics.org/questions/funfair_rotating_targets_num,,,N,Physics,4,Mechanics,Angular Motion,,,3,N,N,Y,N,Y,N,Y,"Angular Equations of Motion, Conservation of Angular Momentum, Angular Motion, Moment of Inertia",,
Hammer Throwing,https://isaacphysics.org/questions/hammer_throwing,,,N,Physics,4,Mechanics,Angular Motion,,,2,N,N,Y,N,Y,Y,Y,"Angular Equations of Motion, Angular Motion, Linear Kinetic Energy",,
An Audio CD,https://isaacphysics.org/questions/music_CD,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,Y,N,N,Y,Y,Y,"Angular Displacement and Angular Velocity, Angular Momentum, Angular Motion, Rotational Kinetic Energy, Moment of Inertia",,
Old Fashioned Record,https://isaacphysics.org/questions/record_ang_vel_num,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,N,Y,N,Y,Y,Y,"Angular Momentum, Angular Motion, Moment of Inertia, Newton's Second Law",,
Sphere Versus Cylinder,https://isaacphysics.org/questions/sphere_vs_cylinder,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,Y,N,N,Y,Y,Y,"Angular Momentum, Angular Motion, Rotational Kinetic Energy, Moment of Inertia",,
A Spinning Ice-skater,https://isaacphysics.org/questions/spinning_ice_skater,,,N,Physics,4,Mechanics,Angular Motion,,,1,N,Y,N,N,Y,Y,Y,"Angular Equations of Motion, Angular Momentum, Angular Motion, Moment of Inertia",,
Halley's Comet,https://isaacphysics.org/questions/halleys_comet,,,N,Physics,5,Mechanics,Angular Motion,,,1,N,N,Y,N,Y,Y,Y,"Angular Momentum, Angular Motion, Momentum & Conservation of Momentum",,
Destroying the Moon,https://isaacphysics.org/questions/lunar_collision_num,,,N,Physics,5,Mechanics,Angular Motion,,,1,N,N,Y,N,Y,Y,Y,"Angular Equations of Motion (Separating Linear & Angular Motion), Angular Momentum, Angular Motion, Circular Kinematics, Collisions, Conservation of Energy, Gravitational Field, Kinetic Energy: Linear and Rotational, Momentum & Conservation of Momentum, Potential Energy",,
Moments of Inertia,https://isaacphysics.org/questions/moi_objects_num,,,N,Physics,5,Mechanics,Angular Motion,,,4,N,N,Y,N,Y,Y,Y,"Angular Motion, Calculus - Integrating Common Functions, Calculus - Introduction to Integration, Moment of Inertia",,
Careless Astronauts,https://isaacphysics.org/questions/rev_astronaut,,,N,Physics,5,Mechanics,Angular Motion,,,1,N,Y,N,N,Y,Y,Y,"Angular Momentum, Angular Motion, Centre of Mass, Circular Kinematics, Force, Momentum & Conservation of Momentum, Simultaneous Equations, Vectors - Resolving Vectors",,
Rolling Sphere vs. Cylinder,https://isaacphysics.org/questions/rolling_objects,,,N,Physics,5,Mechanics,Angular Motion,,,2,Y,N,Y,N,Y,Y,Y,"Angular Equations of Motion (Separating Linear & Angular Motion), Conservation of Energy, Equations of Motion, Kinetic Energy: Linear and Rotational, Moment of Inertia, Potential Energy",,
